time,feeder,event,minutes
1:02:47,1,start,62.78
1:03:56,1,start,63.93
1:05:59,1,tandem,65.98
1:06:24,1,start,66.40
1:06:45,1,start,66.75
1:06:50,1,start,66.83
1:07:00,1,start,67.00
1:08:04,1,start,68.07
1:08:26,1,start,68.43
1:09:03,1,start,69.05
1:09:24,1,start,69.40
1:09:38,1,start,69.63
1:11:23,1,start,71.38
1:12:07,1,start,72.12
1:13:56,1,start,73.93
1:14:35,1,start,74.58
1:16:09,1,start,76.15
1:16:15,1,start,76.25
1:16:16,1,start,76.27
1:16:55,1,start,76.92
1:20:02,1,start,80.03
1:20:13,1,start,80.22
1:20:55,1,tandem,80.92
1:21:24,1,start,81.40
1:21:35,1,start,81.58
1:22:45,1,start,82.75
1:27:34,1,start,87.57
1:29:25,1,start,89.42
1:30:02,1,start,90.03
1:33:52,1,start,93.87
1:36:10,1,start,96.17
1:38:03,1,start,98.05
1:38:47,1,start,98.78
1:39:38,1,start,99.63
0:00:48,2,start,0.80
0:00:58,2,start,0.97
0:01:20,2,start,1.33
0:01:51,2,start,1.85
0:02:12,2,start,2.20
0:03:24,2,start,3.40
0:04:34,2,start,4.57
0:04:50,2,start,4.83
0:04:59,2,start,4.98
0:05:08,2,start,5.13
0:06:26,2,start,6.43
0:06:51,2,start,6.85
0:08:39,2,start,8.65
0:08:56,2,start,8.93
0:09:14,2,start,9.23
0:09:24,2,start,9.40
0:10:35,2,start,10.58
0:12:43,2,start,12.72
0:12:45,2,start,12.75
0:13:16,2,start,13.27
0:13:57,2,start,13.95
0:19:03,2,start,19.05
0:20:04,2,start,20.07
0:20:27,2,start,20.45
0:21:49,2,start,21.82
0:22:21,2,start,22.35
0:22:23,2,start,22.38
0:22:52,2,start,22.87
0:23:52,2,start,23.87
0:24:33,2,start,24.55
0:26:58,2,start,26.97
0:28:10,2,start,28.17
0:28:57,2,start,28.95
0:29:00,2,start,29.00
0:30:22,2,start,30.37
0:30:23,2,start,30.38
0:30:31,2,start,30.52
0:31:10,2,start,31.17
0:31:32,2,start,31.53
0:33:37,2,start,33.62
0:40:43,2,start,40.72
0:44:21,2,start,44.35
0:44:38,2,start,44.63
0:49:28,2,start,49.47
0:50:03,2,start,50.05
0:56:37,2,start,56.62
0:57:45,2,start,57.75
0:58:44,2,start,58.73
1:03:51,2,start,63.85
1:04:48,2,start,64.80
1:08:49,2,start,68.82
1:13:08,2,start,73.13
1:20:43,2,start,80.72
1:23:24,2,start,83.40
1:27:32,2,start,87.53
1:33:27,2,start,93.45
1:35:11,2,start,95.18
1:36:45,2,start,96.75
0:00:53,3,start,0.88
0:01:59,3,start,1.98
0:02:23,3,start,2.38
0:05:29,3,start,5.48
0:06:49,3,start,6.82
0:09:01,3,start,9.02
0:09:12,3,start,9.20
0:09:43,3,start,9.72
0:10:37,3,start,10.62
0:10:43,3,start,10.72
0:13:41,3,start,13.68
0:16:37,3,start,16.62
0:17:27,3,start,17.45
0:17:59,3,start,17.98
0:21:25,3,start,21.42
0:24:13,3,start,24.22
0:24:44,3,start,24.73
0:28:40,3,switch,28.67
0:32:01,3,start,32.02
0:32:14,3,start,32.23
0:32:35,3,start,32.58
0:36:32,3,start,36.53
0:36:35,3,start,36.58
0:36:43,3,start,36.72
0:37:39,3,start,37.65
0:37:39,3,start,37.65
0:40:01,3,start,40.02
0:40:15,3,tandem,40.25
0:40:21,3,start,40.35
0:40:24,3,tandem,40.40
0:42:59,3,start,42.98
0:45:17,3,start,45.28
0:45:24,3,start,45.40
0:45:39,3,start,45.65
0:46:34,3,start,46.57
0:47:20,3,start,47.33
0:48:11,3,start,48.18
0:48:12,3,tandem,48.20
0:48:25,3,tandem,48.42
0:48:30,3,start,48.50
0:49:07,3,start,49.12
0:49:09,3,start,49.15
0:50:22,3,start,50.37
0:50:23,3,start,50.38
0:50:29,3,start,50.48
0:50:45,3,start,50.75
0:50:47,3,start,50.78
0:53:21,3,start,53.35
0:54:39,3,start,54.65
0:54:42,3,start,54.70
0:54:49,3,start,54.82
0:55:07,3,start,55.12
0:56:09,3,tandem,56.15
0:58:17,3,start,58.28
0:58:57,3,start,58.95
0:59:24,3,start,59.40
0:59:54,3,start,59.90
1:00:58,3,start,60.97
1:01:09,3,start,61.15
1:01:57,3,start,61.95
1:03:35,3,start,63.58
1:05:13,3,start,65.22
1:05:16,3,start,65.27
1:06:09,3,start,66.15
1:06:33,3,start,66.55
1:07:25,3,tandem,67.42
1:07:46,3,start,67.77
1:09:31,3,start,69.52
1:09:32,3,start,69.53
1:10:07,3,start,70.12
1:11:06,3,start,71.10
1:11:27,3,start,71.45
1:12:25,3,start,72.42
1:12:27,3,tandem,72.45
1:13:00,3,start,73.00
1:13:09,3,start,73.15
1:13:41,3,start,73.68
1:14:29,3,start,74.48
1:14:37,3,start,74.62
1:14:54,3,start,74.90
1:15:06,3,start,75.10
1:16:42,3,start,76.70
1:17:09,3,start,77.15
1:18:47,3,tandem,78.78
1:19:17,3,start,79.28
1:19:31,3,start,79.52
1:19:43,3,start,79.72
1:21:12,3,tandem,81.20
1:21:13,3,tandem,81.22
1:21:33,3,start,81.55
1:21:36,3,start,81.60
1:22:12,3,start,82.20
1:22:35,3,start,82.58
1:22:35,3,start,82.58
1:22:44,3,start,82.73
1:23:31,3,start,83.52
1:23:33,3,start,83.55
1:23:50,3,start,83.83
1:24:54,3,start,84.90
1:26:41,3,start,86.68
1:27:40,3,start,87.67
1:27:58,3,start,87.97
1:28:47,3,start,88.78
1:29:22,3,tandem,89.37
1:29:36,3,start,89.60
1:30:19,3,start,90.32
1:30:19,3,start,90.32
1:31:31,3,start,91.52
1:32:43,3,start,92.72
1:34:08,3,start,94.13
1:34:37,3,start,94.62
1:34:51,3,tandem,94.85
1:35:04,3,start,95.07
1:35:09,3,start,95.15
1:35:36,3,start,95.60
1:35:36,3,start,95.60
1:35:41,3,start,95.68
1:36:09,3,start,96.15
1:36:14,3,start,96.23
1:36:41,3,start,96.68
1:36:54,3,start,96.90
1:37:21,3,start,97.35
1:37:31,3,tandem,97.52
1:37:34,3,start,97.57
1:38:54,3,start,98.90
1:39:11,3,start,99.18
